,movieId,imdbId,tmdbId
137,139,114618,124639.0
138,140,118055,9302.0
139,141,115685,11000.0
140,143,113200,249882.0
141,144,112585,16388.0
142,145,112442,9737.0
143,146,112342,30765.0
144,147,112461,10474.0
145,148,112427,22279.0
146,149,109093,30157.0
147,150,112384,568.0
148,151,114287,11780.0
149,152,112288,34996.0
150,153,112462,414.0
151,154,61395,649.0
152,155,112495,1873.0
153,156,112541,5894.0
154,157,109370,1775.0
155,158,112642,8839.0
156,159,112688,20649.0
157,160,112715,10329.0
158,161,112740,8963.0
159,162,109508,26564.0
160,163,112851,8068.0
161,164,112857,8512.0
162,165,112864,1572.0
163,166,112887,13552.0
164,167,113044,259209.0
165,168,113071,6520.0
166,169,113114,9073.0
167,170,113243,10428.0
168,171,113464,17447.0
169,172,113481,9886.0
170,173,113492,9482.0
171,174,113500,19326.0
172,175,113540,9344.0
173,176,113677,9071.0
174,177,113690,8973.0
175,178,107447,15730.0
176,179,113729,47608.0
177,180,113749,2293.0
178,181,113820,9070.0
179,182,113851,68274.0
180,183,110604,48787.0
181,184,110620,34574.0
182,185,113957,1642.0
183,186,113986,11472.0
184,187,114095,36196.0
185,188,114194,11980.0
186,189,114241,58372.0
187,190,114323,32646.0
188,191,114345,10533.0
189,192,114435,56088.0
190,193,114436,10802.0
191,194,114478,10149.0
192,195,114496,18402.0
193,196,114508,9348.0
194,197,114534,139408.0
195,198,114558,281.0
196,199,58450,5967.0
197,200,114666,79593.0
198,201,114663,47939.0
199,202,114702,36834.0
200,203,114682,9090.0
201,204,114781,3512.0
202,205,114798,52856.0
203,206,114805,77350.0
204,207,114887,9560.0
205,208,114898,9804.0
206,209,114928,31611.0
207,210,114938,65796.0
208,211,109340,49805.0
209,212,112602,26258.0
210,213,111579,50797.0
211,214,110882,19155.0
212,215,112471,76.0
213,216,112508,11017.0
214,217,112438,37141.0
215,218,112571,9382.0
216,219,112757,6715.0
217,220,112643,18256.0
218,222,112679,22625.0
219,223,109445,2292.0
220,224,112883,1909.0
221,225,109635,8984.0
222,226,112899,61813.0
223,227,109676,4954.0
224,228,112854,62488.0
225,229,109579,10531.0
226,230,109642,11929.0
227,231,109686,8467.0
228,232,111797,10451.0
229,233,109759,20156.0
230,234,109758,18395.0
231,235,109707,522.0
232,236,113117,397.0
233,237,113097,10525.0
234,238,113028,27985.0
235,239,113198,15789.0
236,240,113303,27303.0
237,241,113089,21183.0
238,242,109771,10954.0
239,243,113199,47867.0
240,244,113234,43475.0
241,245,109906,72031.0
242,246,110057,14275.0
243,247,110005,1024.0
244,248,110066,17207.0
245,249,110116,13701.0
246,250,110006,14819.0
247,251,113360,32631.0
248,252,110099,11777.0
249,253,110148,628.0
250,254,113463,87729.0
251,255,110189,18713.0
252,256,110216,6280.0
253,257,113501,9061.0
254,258,113538,37108.0
255,259,113552,6071.0
256,260,76759,11.0
257,261,110367,9587.0
258,262,113670,19101.0
259,263,110296,49980.0
260,264,109731,17961.0
261,265,103994,18183.0
262,266,110322,4476.0
263,267,110443,11008.0
264,268,110365,47504.0
265,269,107566,32325.0
266,270,110391,43742.0
267,271,113691,28313.0
268,272,110428,11318.0
269,273,109836,3036.0
270,274,113755,40490.0
271,275,110538,24070.0
272,276,110516,8986.0
273,277,110527,10510.0
274,278,113808,17402.0
275,279,113896,38722.0
276,280,113870,8438.0
277,281,110684,11593.0
278,282,110638,1945.0
279,283,113967,39310.0
280,284,117169,109560.0
281,285,106402,56428.0
282,286,113948,63105.0
283,287,110671,131957.0
284,288,110632,241.0
285,289,110737,9058.0
286,290,110729,527.0
287,291,114151,18220.0
288,292,114069,6950.0
289,293,110413,101.0
290,294,114113,63020.0
291,295,114210,2307.0
292,296,110912,680.0
293,297,114084,41478.0
294,298,105652,25296.0
295,299,110889,40156.0
296,300,110932,11450.0
297,301,114129,30304.0
298,302,110963,10452.0
299,303,114214,12106.0
300,304,114296,161495.0
301,305,110907,3586.0
302,306,111495,110.0
303,307,108394,108.0
304,308,111507,109.0
305,309,110769,159185.0
306,310,114268,36357.0
307,311,110965,92769.0
308,312,114571,28033.0
309,313,111333,22586.0
310,314,111112,14334.0
311,315,111255,2636.0
312,316,111282,2164.0
313,317,111070,11395.0
314,318,111161,278.0
315,319,111149,9905.0
316,320,108260,87078.0
317,321,106966,12527.0
318,322,114594,20306.0
319,324,111309,36614.0
320,325,113936,27993.0
321,326,110081,31439.0
322,327,114614,9067.0
323,328,114608,9059.0
324,329,111280,193.0
325,330,114609,25066.0
326,331,111454,46797.0
327,332,114852,12122.0
328,333,114694,11381.0
329,334,111590,32636.0
330,335,114788,36141.0
331,336,114888,95963.0
332,337,108550,1587.0
333,338,114857,9271.0
334,339,114924,2064.0
335,340,111667,19855.0
336,341,109655,60855.0
337,342,110598,236.0
338,343,112435,48287.0
339,344,109040,3049.0
340,345,109045,2759.0
341,346,106339,12635.0
342,347,104779,10497.0
343,348,109348,11382.0
344,349,109444,9331.0
345,350,109446,10731.0
346,351,109484,10464.0
347,352,109504,34152.0
348,353,109506,9495.0
349,354,109450,29973.0
350,355,109813,888.0
351,356,109830,13.0
352,357,109831,712.0
353,358,113305,16295.0
354,359,110091,48992.0
355,360,110093,10879.0
356,361,110167,10660.0
357,362,110213,10714.0
358,363,107472,41647.0
359,364,110357,8587.0
360,365,107426,1689.0
361,366,111686,11596.0
362,367,110475,854.0
363,368,110478,9359.0
364,369,110588,23333.0
365,370,110622,36593.0
366,371,110771,12280.0
367,372,110950,2788.0
368,373,105226,10427.0
369,374,110989,11011.0
370,375,111054,49803.0
371,376,110997,8987.0
372,377,111257,1637.0
373,378,111256,15128.0
374,379,111438,8831.0
375,380,111503,36955.0
376,381,111693,10449.0
377,382,111742,10395.0
378,383,111756,12160.0
379,384,112443,40480.0
380,385,110455,52038.0
381,386,111048,29444.0
382,387,110399,26352.0
383,388,112570,39953.0
384,389,109454,41580.0
385,390,59170,315.0
386,391,110186,22067.0
387,392,108069,18242.0
388,393,111301,11667.0
389,394,112702,32502.0
390,395,112849,267188.0
391,396,113014,28732.0
392,397,113043,75555.0
393,398,113104,42981.0
394,399,113173,278939.0
395,400,113319,291731.0
396,401,113827,226229.0
397,402,114047,203119.0
398,403,112889,172923.0
399,404,109339,316098.0
400,405,110027,8011.0
401,406,109785,171857.0
402,407,113409,2654.0
403,408,109021,18069.0
404,409,109035,19092.0
405,410,106220,2758.0
406,411,111804,38129.0
407,412,106226,10436.0
408,413,109068,13595.0
409,414,109067,46094.0
410,415,106292,9409.0
411,416,109198,11853.0
412,417,109219,16771.0
413,418,106379,46924.0
414,419,106400,11041.0
415,420,109254,306.0
416,421,109279,14522.0
417,422,109297,26203.0
418,423,109303,178.0
419,424,109305,19819.0
420,425,109306,57834.0
421,426,106452,4722.0
422,427,106471,18215.0
423,428,106489,1607.0
424,429,109361,26391.0
425,430,106505,117553.0
426,431,106519,6075.0
427,432,109439,11310.0
428,433,109443,18658.0
429,434,106582,9350.0
430,435,106598,9612.0
431,436,109456,2124.0
432,437,109480,26261.0
433,438,109493,19176.0
434,439,106660,49299.0
435,440,106673,11566.0
436,441,106677,9571.0
437,442,106697,9739.0
438,443,109729,24257.0
439,444,106834,34444.0
440,445,106873,26141.0
441,446,106332,10997.0
442,447,109783,50463.0
443,448,106881,10443.0
444,449,106880,20239.0
445,450,111732,16297.0
446,451,106926,18551.0
447,452,111712,25440.0
448,453,106941,9024.0
449,454,106918,37233.0
450,455,106965,1634.0
451,456,109842,13815.0
452,457,106977,5503.0
453,458,107004,35588.0
454,459,109890,2087.0
455,460,109891,41579.0
456,461,109913,18620.0
457,462,109920,41006.0
458,463,107057,4916.0
459,464,107076,2019.0
460,465,107096,31642.0
461,466,107144,9255.0
462,467,113674,26271.0
463,468,112966,10612.0
464,469,107151,2259.0
465,470,110064,16097.0
466,471,110074,11934.0
467,472,110097,106143.0
468,473,110123,12475.0
469,474,107206,9386.0
470,475,107207,7984.0
471,476,110137,59930.0
472,477,108551,15765.0
473,478,110197,31643.0
474,479,107286,6.0
475,480,107290,329.0
476,481,107302,10909.0
477,482,110265,507.0
478,483,107322,34024.0
479,484,110305,29918.0
480,485,107362,9593.0
481,486,107413,42580.0
482,487,110353,22317.0
483,488,107468,1413.0
484,489,107478,12121.0
485,490,107497,2246.0
486,491,107501,10502.0
487,492,107507,10440.0
488,493,107554,9516.0
489,494,116253,2320.0
490,495,74102,5879.0
491,496,111689,83718.0
492,497,107616,11971.0
493,498,107611,2625.0
494,499,107613,31911.0
495,500,107614,788.0
496,501,107653,21450.0
497,502,110657,11231.0
498,503,110649,41588.0
499,504,110678,10447.0
500,505,110687,31586.0
501,506,107756,9300.0
502,507,107808,9559.0
503,508,107818,9800.0
504,509,107822,713.0
505,510,107840,8291.0
506,511,107889,18133.0
507,512,111003,25557.0
508,513,110939,22588.0
509,514,110955,10872.0
510,515,107943,1245.0
511,516,110971,11858.0
512,517,107969,7007.0
513,518,111001,10467.0
514,519,107978,5550.0
515,520,107977,8005.0
516,521,107983,2088.0
517,522,105275,10412.0
518,523,108000,47889.0
519,524,108002,14534.0
520,525,108026,56583.0
521,526,105032,41878.0
522,527,108052,424.0
523,528,111094,35233.0
524,529,108065,14291.0
525,530,111102,103413.0
526,531,108071,11236.0
527,532,111127,11592.0
528,533,111143,8850.0
529,534,108101,10445.0
530,535,108122,695.0
531,536,111194,43535.0
532,537,111201,12519.0
533,538,108149,23210.0
534,539,108160,858.0
535,540,108162,867.0
536,541,83658,78.0
537,542,108186,13203.0
538,543,108174,10442.0
539,544,108238,11074.0
540,545,89256,33367.0
541,546,108255,9607.0
542,547,111323,17585.0
543,548,111400,9057.0
544,549,108328,20967.0
545,550,111418,10635.0
546,551,107688,9479.0
547,552,108333,10057.0
548,553,108358,11969.0
549,554,111488,41590.0
550,555,108399,319.0
551,556,108515,26408.0
552,558,110763,15139.0
553,559,107779,161158.0
554,560,109226,218473.0
555,561,110259,85247.0
556,562,114906,11446.0
557,563,107002,51980.0
558,564,109403,24405.0
559,565,104029,11655.0
560,566,110623,11800.0
561,567,107315,8223.0
562,568,106408,14587.0
563,569,110363,31504.0
564,570,107349,41653.0
565,571,111709,53185.0
566,572,109828,95743.0
567,573,107225,23637.0
568,574,111252,17600.0
569,575,110366,10897.0
570,576,106878,349394.0
571,577,109120,21352.0
572,579,108059,68806.0
573,580,110892,37345.0
574,581,112651,32562.0
575,582,107642,47507.0
576,583,109382,25403.0
577,584,106678,124304.0
578,585,112572,9066.0
579,586,99785,771.0
580,587,99653,251.0
581,588,103639,812.0
582,589,103064,280.0
583,590,99348,581.0
584,591,114706,80350.0
585,592,96895,268.0
586,593,102926,274.0
587,594,29583,408.0
588,595,101414,10020.0
589,596,32910,10895.0
590,597,100405,114.0
591,598,110719,41043.0
592,599,65214,576.0
593,600,110395,15477.0
594,601,111752,59146.0
595,602,109934,124472.0
596,603,112606,30528.0
597,605,117247,7300.0
598,606,112625,10824.0
599,607,106537,261246.0
600,608,116282,275.0
601,609,116552,25059.0
602,610,82509,11827.0
603,611,116514,8766.0
604,612,117283,23570.0
605,613,116684,47333.0
606,614,110374,54850.0
607,615,70506,51242.0
608,616,65421,10112.0
609,617,113083,4307.0
610,618,118001,46029.0
611,619,116165,32308.0
612,620,102855,88893.0
613,621,107471,52873.0
614,623,113839,123505.0
615,624,112712,340210.0
616,625,90665,44281.0
617,626,117891,28121.0
618,627,113613,12520.0
619,628,117381,1592.0
620,629,114305,166901.0
621,630,115837,36447.0
622,631,115509,19042.0
623,632,114671,38884.0
624,633,112844,47449.0
625,634,114658,36259.0
626,635,116275,41852.0
627,636,113122,40926.0
628,637,117608,9099.0
629,638,113448,2021.0
630,639,116414,61752.0
631,640,116095,10988.0
632,641,111543,11479.0
633,642,117517,398959.0
634,643,117312,287305.0
635,644,116485,339428.0
636,645,113947,12652.0
637,647,115956,10684.0
638,648,117060,954.0
639,649,109028,68445.0
640,650,117071,18989.0
641,651,117788,10801.0
642,652,112257,54285.0
643,653,116136,8840.0
644,654,118026,278978.0
645,655,117117,124625.0
646,656,116168,11107.0
647,657,111787,16417.0
648,658,112509,70934.0
649,659,54189,10363.0
650,660,115591,161070.0
651,661,116683,10539.0
652,662,116287,10543.0
653,663,116768,18414.0
654,664,116269,47502.0
655,665,114787,11902.0
656,666,113720,27098.0
657,667,112536,25087.0
658,668,48473,5801.0
659,670,52572,896.0
660,671,117128,3065.0
661,672,114616,318177.0
662,673,117705,2300.0
663,674,62711,8069.0
664,675,110061,288173.0
665,676,140614,187851.0
666,678,108181,27768.0
667,679,114307,221917.0
668,680,58898,8072.0
669,681,82206,35797.0
670,682,111430,88030.0
671,683,107727,185191.0
672,684,81759,83857.0
673,685,113443,33245.0
674,687,109491,124460.0
675,688,114048,27281.0
676,690,111613,105045.0
677,691,117104,40001.0
678,692,117688,29621.0
679,693,109751,117730.0
680,694,117774,20762.0
681,695,114736,37144.0
682,696,112604,48260.0
683,697,116289,12656.0
684,698,109593,38867.0
685,699,103095,277270.0
686,700,112368,25969.0
687,701,104046,44103.0
688,702,62952,753.0
689,703,115742,43634.0
690,704,117420,9103.0
691,705,115951,90214.0
692,706,117784,29649.0
693,707,117107,10990.0
694,708,117979,8866.0
695,709,95776,12233.0
696,710,115851,23449.0
697,711,116322,36355.0
698,712,109374,37667.0
699,713,110712,90148.0
700,714,112817,922.0
701,715,113362,11876.0
702,716,73778,52633.0
703,717,112546,62364.0
704,718,108500,11687.0
705,719,117108,9304.0
706,722,113270,73183.0
707,723,92123,131232.0
708,724,115963,9100.0
709,725,116448,20759.0
710,726,116827,46063.0
711,727,114894,365371.0
712,728,112701,32513.0
713,729,113429,40651.0
714,731,116508,36915.0
715,732,117260,40507.0
716,733,117500,9802.0
717,734,116405,25697.0
718,735,109592,21588.0
719,736,117998,664.0
720,737,115624,11867.0
721,738,113145,47119.0
722,739,116559,314352.0
723,741,113568,9323.0
724,742,117894,10280.0
725,743,117723,10535.0
726,744,112586,124613.0
727,745,112691,532.0
728,746,40366,26744.0
729,747,117768,16299.0
730,748,115571,10547.0
731,749,31612,245268.0
732,750,57012,935.0
733,751,103926,55613.0
734,752,105737,215107.0
735,753,113849,41007.0
736,754,113188,35645.0
737,755,42644,110465.0
738,756,109381,255546.0
739,757,109688,40751.0
740,758,104606,275096.0
741,759,110480,85778.0
742,760,108211,11101.0
743,761,117331,9826.0
744,762,117765,9879.0
745,763,116833,63564.0
746,764,113280,22621.0
747,765,116669,7095.0
748,766,116594,26890.0
749,767,113211,46732.0
750,768,114494,124633.0
751,771,94265,202425.0
752,772,105201,196940.0
753,773,70820,77771.0
754,774,84898,181083.0
755,775,63715,41225.0
756,776,109191,188589.0
757,777,114122,87190.0
758,778,117951,627.0
759,779,118523,32872.0
760,780,116629,602.0
761,781,117737,14553.0
762,782,116277,9566.0
763,783,116583,10545.0
764,784,115798,9894.0
765,785,116778,11543.0
766,786,116213,9268.0
767,787,113147,52059.0
768,788,117218,9327.0
769,789,100990,123763.0
770,790,111546,81949.0
771,792,93199,42005.0
772,793,106810,124306.0
773,794,111180,183955.0
774,795,111237,44535.0
775,796,72362,44495.0
776,797,103207,78285.0
777,798,116040,11228.0
778,799,116365,10779.0
779,800,116905,26748.0
780,801,116493,38223.0
781,802,117333,9294.0
782,803,118113,49963.0
783,804,117628,11363.0
784,805,117913,1645.0
785,806,115530,31546.0
786,807,114266,77056.0
787,808,115493,36344.0
788,809,116320,18550.0
789,810,116756,11511.0
790,812,109356,172198.0
791,813,116823,34170.0
792,814,112568,281085.0
793,815,114170,109478.0
794,816,117999,124645.0
795,818,118073,12606.0
796,819,108220,69895.0
797,820,49521,35206.0
798,822,104403,151489.0
799,823,61495,4837.0
800,824,110246,12632.0
801,825,116164,9098.0
802,826,112865,282919.0
803,827,112716,124614.0
804,828,115472,18975.0
805,829,116707,11962.0
806,830,116313,2925.0
807,831,114550,28628.0
808,832,117438,3595.0
809,833,116531,9308.0
810,834,117332,92381.0
811,835,116353,18555.0
812,836,115857,12123.0
813,837,117008,10830.0
814,838,116191,3573.0
815,839,115986,10546.0
816,840,116571,18862.0
817,841,53459,31417.0
818,842,117826,9431.0
819,843,113695,124619.0
820,844,108227,297645.0
821,845,111424,48144.0
822,846,113080,46986.0
823,847,115680,144982.0
824,848,117718,47907.0
825,849,116225,10061.0
826,850,112767,36266.0
827,851,115632,549.0
828,852,117918,10478.0
829,853,104109,66634.0
830,854,51980,116690.0
831,855,100840,213917.0
832,856,107575,145925.0
833,857,42054,100914.0
834,858,68646,238.0
835,860,109255,159.0
836,861,104558,11134.0
837,862,116985,88224.0
838,864,114936,132641.0
839,865,114474,42758.0
840,866,115736,9303.0
841,867,115836,23945.0
842,868,101692,37820.0
843,869,116745,22479.0
844,870,119214,9054.0
845,871,116934,241058.0
846,872,109066,11985.0
847,873,75169,10232.0
848,874,113542,59569.0
849,875,110693,410921.0
850,876,106544,38955.0
851,877,116418,110513.0
852,878,112607,114089.0
853,879,120004,11015.0
854,880,116654,9306.0
855,881,116311,12559.0
856,882,117965,58770.0
857,884,114592,124851.0
858,885,115725,3587.0
859,886,115783,10723.0
860,887,120271,56077.0
861,888,113596,19004.0
862,889,109001,101230.0
863,890,94822,253632.0
864,891,113253,10987.0
865,892,117991,44705.0
866,893,117093,20318.0
867,894,24252,43596.0
868,895,105729,79782.0
869,896,111019,26933.0
870,897,35896,27854.0
871,898,32904,981.0
872,899,45152,872.0
873,900,43278,2769.0
874,901,50419,13320.0
875,902,54698,164.0
876,903,52357,426.0
877,904,47396,567.0
878,905,25316,3078.0
879,906,36855,13528.0
880,907,25164,28288.0
881,908,53125,213.0
882,909,53604,284.0
883,910,53291,239.0
884,911,56923,4808.0
885,912,34583,289.0
886,913,33870,963.0
887,914,58385,11113.0
888,915,47437,6620.0
889,916,46250,804.0
890,917,31580,26531.0
891,918,37059,909.0
892,919,32138,630.0
893,920,31381,770.0
894,921,84370,31044.0
895,922,43014,599.0
896,923,33467,15.0
897,924,62622,62.0
898,925,39428,121357.0
899,926,42192,705.0
900,927,32143,22490.0
901,928,32976,223.0
902,929,32484,25670.0
903,930,38787,303.0
904,931,38109,4174.0
905,932,50105,8356.0
906,933,48728,381.0
907,934,42451,20758.0
908,935,45537,29376.0
909,936,31725,1859.0
910,937,50658,18299.0
911,938,51658,17281.0
912,939,52126,64382.0
913,940,29843,10907.0
914,941,32762,32093.0
915,942,37008,1939.0
916,943,39420,22292.0
917,944,29162,3598.0
918,945,27125,3080.0
919,946,35446,198.0
920,947,28010,13562.0
921,948,49261,1712.0
922,949,48028,220.0
923,950,25878,3529.0
924,951,32599,3085.0
925,952,48960,2897.0
926,953,38650,1585.0
927,954,31679,3083.0
928,955,29947,900.0
929,956,34012,43795.0
930,957,17350,85638.0
931,958,36094,50001.0
932,959,25586,43905.0
933,960,38300,22688.0
934,961,27893,23114.0
935,962,32022,26378.0
936,963,41509,40206.0
937,964,39152,22356.0
938,965,26029,260.0
939,966,38235,43488.0
940,967,36241,22613.0
941,968,63350,10331.0
942,969,43265,488.0
943,970,46414,22733.0
944,971,51459,261.0
945,972,47162,57575.0
946,973,33891,32574.0
947,974,29855,22657.0
948,975,29588,76464.0
949,976,22879,22649.0
950,977,27980,176841.0
951,979,114007,125587.0
952,980,93229,39448.0
953,981,118927,52855.0
954,982,48491,39940.0
955,983,113730,172868.0
956,984,117357,85328.0
957,985,117669,124632.0
958,986,116329,11076.0
959,987,118742,63945.0
960,988,116442,58985.0
961,989,114354,890.0
962,990,117011,10861.0
963,991,117039,1770.0
964,992,117473,44465.0
965,993,116635,2033.0
966,994,115678,18203.0
967,996,116830,9333.0
968,997,115847,47260.0
969,998,117603,9400.0
970,999,115438,9401.0
971,1000,115994,12241.0
972,1001,83587,25739.0
973,1002,116167,161806.0
974,1003,116259,11306.0
975,1004,116421,9625.0
976,1005,116000,10680.0
977,1006,115862,6346.0
978,1007,72653,18660.0
979,1008,47977,35115.0
980,1009,72951,14821.0
981,1010,64603,14136.0
982,1011,71607,10869.0
983,1012,50798,22660.0
984,1013,55277,19186.0
985,1014,54195,31102.0
986,1015,107131,6878.0
987,1016,53271,15944.0
988,1017,54357,18444.0
989,1018,59793,20723.0
990,1019,46672,173.0
991,1020,106611,864.0
992,1021,109127,24795.0
993,1022,42332,11224.0
994,1023,63819,81310.0
995,1024,38166,15947.0
996,1025,57546,9078.0
997,1026,41890,29682.0
998,1027,102798,8367.0
999,1028,58331,433.0
1000,1029,33563,11360.0
1001,1030,76538,11114.0
1002,1031,66817,12335.0
1003,1032,43274,12092.0
1004,1033,82406,10948.0
1005,1034,116361,11229.0
1006,1035,59742,15121.0
1007,1036,95016,562.0
1008,1037,104692,10163.0
1009,1038,118044,48862.0
1010,1039,114597,117036.0
1011,1040,117582,47199.0
1012,1041,117589,11159.0
1013,1042,117887,9591.0
1014,1043,117924,30500.0
1015,1044,117791,41843.0
1016,1045,116928,55058.0
1017,1046,115640,10938.0
1018,1047,116908,11412.0
1019,1049,116409,10586.0
1020,1050,116913,42314.0
1021,1051,117958,27845.0
1022,1052,117400,108365.0
1023,1053,117202,23223.0
1024,1054,116404,49471.0
1025,1055,120107,38153.0
1026,1056,116722,25147.0
1027,1057,116242,9716.0
1028,1058,115600,43777.0
1029,1059,117509,454.0
1030,1060,117802,10218.0
1031,1061,117665,819.0
1032,1062,117781,38191.0
1033,1063,116714,56830.0
1034,1064,115491,11238.0
1035,1065,43140,27256.0
1036,1066,29546,31530.0
1037,1067,28757,66473.0
1038,1068,39286,28120.0
1039,1069,37101,1834.0
1040,1070,44863,26282.0
1041,1071,109823,37218.0
1042,1073,67992,252.0
1043,1075,111622,116356.0
1044,1076,55018,16372.0
1045,1077,70707,11561.0
1046,1078,66808,11302.0
1047,1079,95159,623.0
1048,1080,79470,583.0
1049,1081,84865,12614.0
1050,1082,68334,21711.0
1051,1083,59243,11575.0
1052,1084,61418,475.0
1053,1085,52027,11331.0
1054,1086,46912,521.0
1055,1087,113731,21202.0
1056,1088,92890,88.0
1057,1089,105236,500.0
1058,1090,91763,792.0
1059,1091,98627,8491.0
1060,1092,103772,402.0
1061,1093,101761,10537.0
1062,1094,104036,11386.0
1063,1095,104348,9504.0
1064,1096,84707,15764.0
1065,1097,83866,601.0
1066,1098,117577,67365.0
1067,1099,29992,25842.0
1068,1100,99371,2119.0
1069,1101,92099,744.0
1070,1102,115531,136311.0
1071,1103,48545,221.0
1072,1104,44081,702.0
1073,1105,115885,25750.0
1074,1106,116859,17642.0
1075,1109,115870,427043.0
1076,1110,115684,146341.0
1077,1111,117040,9305.0
1078,1112,117284,37616.0
1079,1113,115580,11112.0
1080,1114,116378,21612.0
1081,1115,114472,141210.0
1082,1116,113057,102461.0
1083,1117,116581,36998.0
1084,1118,114622,200383.0
1085,1119,112907,116844.0
1086,1120,117318,1630.0
1087,1121,116422,26626.0
1088,1123,117320,124837.0
1089,1124,82846,11816.0
1090,1125,72081,11843.0
1091,1126,101775,10379.0
1092,1127,96754,2756.0
1093,1128,80749,790.0
1094,1129,82340,1103.0
1095,1130,82533,11298.0
1096,1131,91288,4480.0
1097,1132,91480,4481.0
1098,1134,107274,49688.0
1099,1135,81375,10765.0
1100,1136,71853,762.0
1101,1137,116587,44497.0
1102,1138,112777,85588.0
1103,1139,116245,278621.0
1104,1140,116212,99479.0
1105,1143,117968,55049.0
1106,1144,116886,124829.0
1107,1145,117677,79306.0
1108,1146,112759,356054.0
1109,1147,118147,10548.0
1110,1148,108598,531.0
1111,1149,110173,104931.0
1112,1150,84589,4483.0
1113,1151,109781,18919.0
1114,1152,40427,31556.0
1115,1153,40723,26167.0
1116,1154,39881,26174.0
1117,1156,34493,61461.0
1118,1157,39004,117500.0
1119,1158,26465,218713.0
1120,1159,26656,217802.0
1121,1160,25799,127973.0
1122,1161,78875,659.0
1123,1162,69198,30892.0
1124,1163,110521,86369.0
1125,1164,60304,8074.0
1126,1165,115715,124676.0
1127,1167,116059,38554.0
1128,1168,115610,49763.0
1129,1169,99028,41326.0
1130,1170,112483,36555.0
1131,1171,103850,10608.0
1132,1172,95765,11216.0
1133,1173,97108,7452.0
1134,1174,109942,64567.0
1135,1175,101700,892.0
1136,1176,101765,1600.0
1137,1177,101811,26561.0
1138,1178,50825,975.0
1139,1179,99703,18129.0
1140,1180,102014,54405.0
1141,1181,120121,150823.0
1142,1183,116209,409.0
1143,1184,102426,38251.0
1144,1185,97937,10161.0
1145,1186,98724,1412.0
1146,1187,105107,41768.0
1147,1188,105488,10409.0
